2.360797821623164;[690 35 664 78 88 102 683 2 591 3];89622.63999999998;64
2.271054070712843;[84 682 514 10 16 711 637 75 224 39];81013.76000000001;650
0.5789704166090763;[295 207 198 330 121 468 335 412 210 103];13061.69;813
2.351775158688219;[734 44 93 659 13 602 84 58 240 719];87752.44;273
2.3205000196065964;[29 26 18 116 31 574 641 627 72 596];76485.4;1051
1.2434778223208838;[317 440 294 282 16 575 301 49 171 428];27094.409999999996;1948
1.068275254318178;[194 110 223 169 456 251 426 83 431 731];36250.240000000005;177
2.2620668311098435;[73 679 593 53 32 124 608 638 3 10];82274.81000000001;1363
0.687420565984664;[124 20 331 203 424 276 318 386 478 282];17292.96;692
2.255357689674104;[106 49 52 693 655 611 12 12 663 10];91921.61000000002;2305
2.5650597760682525;[671 159 662 14 125 651 26 25 91 660];84746.44;1614
2.1190769885707392;[322 357 733 228 508 76 93 189 185 653];47101.64;546
2.309156728957194;[643 49 31 714 13 634 671 101 150 0];90807.04;863
0.7452422533804866;[434 363 369 242 84 243 469 151 369 107];16987.090000000004;1033
2.3167656171036026;[93 9 720 645 125 1 130 727 74 556];87018.2;199
2.275916792874838;[572 671 71 684 3 310 19 550 20 11];80242.09;1375
2.2776095619948338;[673 598 116 15 43 637 708 73 44 89];85068.04;1523
0.7104618015284585;[301 586 469 238 333 151 258 378 271 190];15521.85;1634
2.081450849277142;[149 25 75 178 410 295 558 497 31 670];48943.96000000001;2127
0.6320805211286405;[262 176 428 303 350 318 113 564 148 339];16532.69;2213
0.681738533812904;[398 339 127 127 384 521 270 313 298 90];17028.41;2001
0.7424124796304286;[176 360 375 97 193 293 440 256 352 434];11944.64;1828
0.539138645590741;[413 149 119 440 215 393 306 468 404 131];17129.760000000002;1756
0.6807388821980521;[320 449 216 412 263 270 451 302 12 157];16847.76;5
2.277261698543974;[24 60 709 685 526 700 3 14 10 219];92077.4;459
2.397851899158258;[676 25 76 50 67 613 145 17 683 611];82932.20999999999;1170
2.3173110282495384;[188 13 687 681 14 655 560 12 82 13];87719.85;547
0.6542135612165834;[203 234 258 264 359 272 505 410 68 249];12847.16;147
0.6293034868950711;[370 169 102 169 136 474 266 275 393 432];15887.24;1134
2.1946305665747015;[612 109 222 87 123 565 129 497 610 24];52710.96000000001;1538
2.4001898554470915;[631 12 17 656 3 677 580 174 22 189];81339.69;394
0.4380457479685986;[299 291 143 209 556 422 322 386 266 440];13091.24;291
